nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
pierre_blanchard,10.4.55.78,Groups,us,81:6C:59:5A:DE:0D,ws-pierre_blanchard,PIERRE,BLANCHARD,Tampa
devon_morse,10.10.8.37,AWS,fr,64:72:10:F0:A9:37,ws-devon_morse,DEVON,MORSE,Paris
randolph_le,10.3.64.125,Devices,us,3A:42:30:54:30:62,ws-randolph_le,RANDOLPH,LE,Austin
justine_bullock,10.9.203.13,Groups,de,D4:A3:F4:15:AA:7C,ws-justine_bullock,JUSTINE,BULLOCK,Munich
raphael_travis,10.11.133.8,.SecFrame.com,cz,76:5A:BF:0F:E1:93,ws-raphael_travis,RAPHAEL,TRAVIS,Prague
sang_cochran,10.2.145.107,AZR,us,5A:11:90:8C:5E:5D,ws-sang_cochran,SANG,COCHRAN,Arlington
helena_hays,10.8.23.138,ServiceAccounts,ie,41:AE:5D:22:A6:01,ws-helena_hays,HELENA,HAYS,Galway
agustin_chen,10.16.161.176,BDE,in,6B:F1:1C:32:47:75,ws-agustin_chen,AGUSTIN,CHEN,Bangalore
jami_reese,10.4.208.168,Groups,us,AD:2D:6A:E9:75:C8,ws-jami_reese,JAMI,REESE,Tampa
tabatha_andrews,10.2.24.21,Devices,us,9C:6A:7E:19:33:14,ws-tabatha_andrews,TABATHA,ANDREWS,Arlington
rodrick_berg,10.13.16.38,ServiceAccounts,sg,75:44:FF:DD:0F:D0,ws-rodrick_berg,RODRICK,BERG,Singapore
pearlie_arnold,10.2.75.141,T2-Accounts,us,C7:DD:BB:AD:BA:86,ws-pearlie_arnold,PEARLIE,ARNOLD,Arlington
wilton_edwards,10.3.204.31,FSR,us,9F:26:83:C0:13:72,ws-wilton_edwards,WILTON,EDWARDS,Austin
clarissa_rowe,10.1.230.172,Devices,us,4C:85:AB:A6:48:E9,ws-clarissa_rowe,CLARISSA,ROWE,Boston
houston_burch,10.1.206.54,TST,us,13:63:82:FA:9A:75,ws-houston_burch,HOUSTON,BURCH,Boston
roslyn_wilson,10.3.177.85,Test,us,47:FD:DC:D0:E8:02,ws-roslyn_wilson,ROSLYN,WILSON,Austin
garrett_michael,10.16.219.49,Test,in,0D:97:4C:14:17:5B,ws-garrett_michael,GARRETT,MICHAEL,Bangalore
andrea_singleton,10.2.216.126,Devices,us,7E:9A:5B:65:5E:CA,ws-andrea_singleton,ANDREA,SINGLETON,Arlington
esther_williams,10.8.106.224,ESM,ie,24:2D:79:D0:0E:50,ws-esther_williams,ESTHER,WILLIAMS,Galway
jerrod_mccormick,10.15.148.237,Groups,jp,D5:30:DD:1A:AE:99,ws-jerrod_mccormick,JERROD,MCCORMICK,Tokyo
johnathan_weaver,10.14.67.230,HRE,il,44:D4:18:B0:8B:8D,ws-johnathan_weaver,JOHNATHAN,WEAVER,Tel Aviv
kerry_caldwell,10.4.240.71,T0-Accounts,us,09:24:9D:56:6A:55,ws-kerry_caldwell,KERRY,CALDWELL,Tampa
kellie_hines,10.1.66.4,Groups,us,C0:A8:63:FA:4B:78,ws-kellie_hines,KELLIE,HINES,Boston
stanley_chapman,10.8.97.229,Test,ie,A5:2C:DC:75:9A:70,ws-stanley_chapman,STANLEY,CHAPMAN,Galway
francisco_larson,10.8.61.146,Devices,ie,FB:61:07:54:C5:B0,ws-francisco_larson,FRANCISCO,LARSON,Galway
noelle_barker,10.3.58.233,ServiceAccounts,us,7B:90:4A:B4:96:1A,ws-noelle_barker,NOELLE,BARKER,Austin
owen_lamb,10.3.104.170,Devices,us,C7:06:10:F2:D8:83,ws-owen_lamb,OWEN,LAMB,Austin
kent_donaldson,10.14.45.71,T2-Servers,il,47:1B:22:F0:54:2B,ws-kent_donaldson,KENT,DONALDSON,Tel Aviv
deirdre_bell,10.8.68.82,Test,ie,6C:86:D5:DD:33:27,ws-deirdre_bell,DEIRDRE,BELL,Galway
gavin_dudley,10.13.251.130,Devices,sg,BF:F6:80:A0:9F:B1,ws-gavin_dudley,GAVIN,DUDLEY,Singapore
diana_mccoy,10.3.86.104,ServiceAccounts,us,51:AC:31:68:CB:21,ws-diana_mccoy,DIANA,MCCOY,Austin
ursula_madden,10.1.125.9,ServiceAccounts,us,C9:C5:F0:B2:4F:C6,ws-ursula_madden,URSULA,MADDEN,Boston
thanh_perez,10.12.253.14,TST,au,CD:14:8F:C4:3C:CB,ws-thanh_perez,THANH,PEREZ,Melbourne
glenda_pratt,10.5.173.191,Groups,gb,8F:AB:68:7F:2D:17,ws-glenda_pratt,GLENDA,PRATT,Reading
valentin_duke,10.16.147.181,T1-Permissions,in,C2:BE:EB:1D:25:3B,ws-valentin_duke,VALENTIN,DUKE,Bangalore
tessa_farley,10.3.54.47,ServiceAccounts,us,8B:B6:EC:EF:4F:63,ws-tessa_farley,TESSA,FARLEY,Austin
rene_rojas,10.9.87.24,Devices,de,00:DC:83:88:B4:92,ws-rene_rojas,RENE,ROJAS,Munich
ramon_mann,10.5.85.32,Tier 1,gb,D7:42:5B:19:F2:20,ws-ramon_mann,RAMON,MANN,Reading
lance_dunlap,10.6.144.137,T0-Roles,ie,B0:F8:A6:1E:DC:2A,ws-lance_dunlap,LANCE,DUNLAP,Belfast
emile_cherry,10.10.10.33,Test,fr,38:8F:7F:DA:C7:8F,ws-emile_cherry,EMILE,CHERRY,Paris
numbers_frederick,10.12.117.79,Groups,au,43:53:ED:E4:E6:7B,ws-numbers_frederick,NUMBERS,FREDERICK,Melbourne
corey_branch,10.5.230.126,T2-Accounts,gb,A0:FB:5C:3B:4D:2B,ws-corey_branch,COREY,BRANCH,Reading
pedro_kirk,10.16.27.42,Devices,in,E7:22:B3:0B:27:3C,ws-pedro_kirk,PEDRO,KIRK,Bangalore
bob_solomon,10.4.55.66,Groups,us,4B:C3:60:9A:C5:41,ws-bob_solomon,BOB,SOLOMON,Tampa
zachary_caldwell,10.2.60.76,FIN,us,6A:EB:2D:B1:A2:05,ws-zachary_caldwell,ZACHARY,CALDWELL,Arlington
kris_bowers,10.12.150.240,OGC,au,B4:B7:AE:9E:A7:37,ws-kris_bowers,KRIS,BOWERS,Melbourne
stephan_potter,10.2.40.224,Test,us,53:F0:C1:AC:94:33,ws-stephan_potter,STEPHAN,POTTER,Arlington
odessa_mejia,10.6.183.52,ServiceAccounts,ie,BB:7F:40:7F:11:C2,ws-odessa_mejia,ODESSA,MEJIA,Belfast
abby_valenzuela,10.2.202.123,Test,us,E4:71:6F:91:8C:D4,ws-abby_valenzuela,ABBY,VALENZUELA,Arlington
jackie_floyd,10.9.50.118,T1-Accounts,de,80:D4:59:EB:F8:02,ws-jackie_floyd,JACKIE,FLOYD,Munich
chrystal_douglas,10.16.69.149,Test,in,E2:A4:1D:8C:A4:8B,ws-chrystal_douglas,CHRYSTAL,DOUGLAS,Bangalore
lara_porter,10.4.152.17,Devices,us,31:72:31:3C:27:A3,ws-lara_porter,LARA,PORTER,Tampa
katherine_noel,10.15.191.174,Tier 1,jp,2C:0B:A1:1E:25:27,ws-katherine_noel,KATHERINE,NOEL,Tokyo
tina_summers,10.4.200.233,Test,us,7E:72:00:6C:BB:06,ws-tina_summers,TINA,SUMMERS,Tampa
javier_barron,10.13.29.24,Groups,sg,93:9C:A1:1B:88:98,ws-javier_barron,JAVIER,BARRON,Singapore
dominic_gross,10.16.204.53,ESM,in,94:B9:B1:16:A9:67,ws-dominic_gross,DOMINIC,GROSS,Bangalore
kathrine_wagner,10.2.116.159,ServiceAccounts,us,98:4D:01:60:4B:CF,ws-kathrine_wagner,KATHRINE,WAGNER,Arlington
everett_rios,10.11.238.1,FSR,cz,B6:7C:1B:4E:E0:9A,ws-everett_rios,EVERETT,RIOS,Prague
jeanette_riddle,10.7.97.104,Admin,ie,4B:5B:9F:12:AB:1A,ws-jeanette_riddle,JEANETTE,RIDDLE,Dublin
lily_fletcher,10.3.155.157,Test,us,6A:83:C0:EC:53:E8,ws-lily_fletcher,LILY,FLETCHER,Austin
cory_delacruz,10.9.195.225,ServiceAccounts,de,23:B1:53:DE:C9:A6,ws-cory_delacruz,CORY,DELACRUZ,Munich
jeff_king,10.1.216.13,Devices,us,40:54:73:50:9C:B5,ws-jeff_king,JEFF,KING,Boston
shari_reyes,10.7.73.69,ServiceAccounts,ie,CA:F7:A9:10:FA:E4,ws-shari_reyes,SHARI,REYES,Dublin
bennie_burnett,10.10.182.32,ServiceAccounts,fr,09:5D:29:A3:FA:42,ws-bennie_burnett,BENNIE,BURNETT,Paris
marquita_farrell,10.15.23.222,OGC,jp,D2:9C:C5:E2:4B:25,ws-marquita_farrell,MARQUITA,FARRELL,Tokyo
edwina_sykes,10.11.27.100,Groups,cz,06:B3:10:A1:DD:D5,ws-edwina_sykes,EDWINA,SYKES,Prague
vera_duke,10.15.151.40,Devices,jp,7E:B8:C2:4F:D5:F5,ws-vera_duke,VERA,DUKE,Tokyo
opal_cummings,10.12.189.56,AWS,au,64:98:B4:E6:E7:5B,ws-opal_cummings,OPAL,CUMMINGS,Melbourne
natalie_montoya,10.3.20.162,BDE,us,86:42:C6:97:C1:1B,ws-natalie_montoya,NATALIE,MONTOYA,Austin
jenifer_avila,10.12.161.142,Groups,au,0E:99:65:0E:3D:CE,ws-jenifer_avila,JENIFER,AVILA,Melbourne
bianca_knapp,10.6.72.106,ServiceAccounts,ie,C1:D2:F5:39:40:A4,ws-bianca_knapp,BIANCA,KNAPP,Belfast
joshua_huffman,10.2.55.94,Unassociated,us,E9:BB:90:61:23:03,ws-joshua_huffman,JOSHUA,HUFFMAN,Arlington
lonnie_mccray,10.5.173.117,FSR,gb,1E:62:D2:4E:3B:E3,ws-lonnie_mccray,LONNIE,MCCRAY,Reading
maryanne_ratliff,10.4.59.244,Devices,us,50:75:D6:72:3A:75,ws-maryanne_ratliff,MARYANNE,RATLIFF,Tampa
penny_delaney,10.6.162.60,Groups,ie,31:58:6D:BC:24:F7,ws-penny_delaney,PENNY,DELANEY,Belfast
paul_fischer,10.14.73.116,Test,il,0C:5A:E5:79:3D:BD,ws-paul_fischer,PAUL,FISCHER,Tel Aviv
coleen_sharp,10.12.210.226,BDE,au,AC:C5:5C:A1:E1:72,ws-coleen_sharp,COLEEN,SHARP,Melbourne
lorie_warner,10.12.105.24,Devices,au,09:AA:21:00:27:27,ws-lorie_warner,LORIE,WARNER,Melbourne
kent_pickett,10.1.70.2,Staging,us,51:66:03:2F:D2:AC,ws-kent_pickett,KENT,PICKETT,Boston
colleen_mcclain,10.11.5.245,HRE,cz,1F:17:39:90:AD:06,ws-colleen_mcclain,COLLEEN,MCCLAIN,Prague
jean_griffin,10.15.10.165,Tier 2,jp,BA:4E:8E:A8:52:79,ws-jean_griffin,JEAN,GRIFFIN,Tokyo
merlin_valentine,10.10.87.224,AZR,fr,32:19:2C:4B:54:40,ws-merlin_valentine,MERLIN,VALENTINE,Paris
marianne_floyd,10.1.241.45,Test,us,44:2B:6A:16:4B:F2,ws-marianne_floyd,MARIANNE,FLOYD,Boston
shane_nolan,10.2.168.74,Test,us,AB:C2:8E:B0:2C:7E,ws-shane_nolan,SHANE,NOLAN,Arlington
freddy_smith,10.4.116.25,Test,us,3A:2B:0C:02:11:50,ws-freddy_smith,FREDDY,SMITH,Tampa
pearlie_becker,10.10.214.52,Devices,fr,CD:EE:30:1D:AD:8D,ws-pearlie_becker,PEARLIE,BECKER,Paris
monique_miller,10.11.112.147,Domain Controllers,cz,3F:C5:82:E0:78:09,ws-monique_miller,MONIQUE,MILLER,Prague
teri_ortiz,10.15.207.195,Groups,jp,8C:88:5C:F1:D8:E9,ws-teri_ortiz,TERI,ORTIZ,Tokyo
sebastian_rowland,10.12.171.111,ServiceAccounts,au,62:2A:66:69:E0:93,ws-sebastian_rowland,SEBASTIAN,ROWLAND,Melbourne
colin_case,10.13.51.209,GOO,sg,E2:C3:24:12:E7:FF,ws-colin_case,COLIN,CASE,Singapore
rod_hughes,10.7.53.164,Staging,ie,CD:E6:CD:E0:FA:CF,ws-rod_hughes,ROD,HUGHES,Dublin
trudy_sparks,10.13.52.204,ServiceAccounts,sg,D5:A9:82:B1:0D:2D,ws-trudy_sparks,TRUDY,SPARKS,Singapore
sandy_harris,10.9.213.189,Groups,de,3B:48:3B:41:A3:14,ws-sandy_harris,SANDY,HARRIS,Munich
nick_moore,10.6.202.143,Tier 2,ie,BB:B5:49:4A:D5:1B,ws-nick_moore,NICK,MOORE,Belfast
elton_klein,10.15.47.23,Devices,jp,CE:A1:4E:B2:59:65,ws-elton_klein,ELTON,KLEIN,Tokyo
jacquelyn_barton,10.5.15.29,Grouper-Groups,gb,EE:00:C2:91:CF:E6,ws-jacquelyn_barton,JACQUELYN,BARTON,Reading
kelley_bird,10.12.18.103,HRE,au,83:D9:B3:E2:D7:3A,ws-kelley_bird,KELLEY,BIRD,Melbourne
kay_lynn,10.10.199.11,Test,fr,9D:71:FF:FF:5C:D6,ws-kay_lynn,KAY,LYNN,Paris
joel_shields,10.14.230.203,ITS,il,7A:9D:12:A5:92:39,ws-joel_shields,JOEL,SHIELDS,Tel Aviv
colin_swanson,10.8.88.178,Devices,ie,62:32:81:9F:93:AE,ws-colin_swanson,COLIN,SWANSON,Galway
lowell_salinas,10.8.187.223,ServiceAccounts,ie,E7:05:CB:4B:1C:48,ws-lowell_salinas,LOWELL,SALINAS,Galway
christina_gallagher,10.6.87.227,Test,ie,AC:E9:CE:3D:58:86,ws-christina_gallagher,CHRISTINA,GALLAGHER,Belfast
mac_noel,10.16.126.248,Test,in,20:79:F6:92:09:F5,ws-mac_noel,MAC,NOEL,Bangalore
ted_owens,10.5.116.220,ServiceAccounts,gb,31:3F:48:CF:D1:A3,ws-ted_owens,TED,OWENS,Reading
ira_coleman,10.3.152.208,ServiceAccounts,us,38:E3:2B:90:4C:43,ws-ira_coleman,IRA,COLEMAN,Austin
jodie_greer,10.15.143.108,Devices,jp,AD:47:B5:65:B9:F5,ws-jodie_greer,JODIE,GREER,Tokyo
amanda_montgomery,10.7.81.209,Domain Controllers,ie,DF:4A:CD:26:39:8C,ws-amanda_montgomery,AMANDA,MONTGOMERY,Dublin
vernon_neal,10.9.51.111,ServiceAccounts,de,82:D1:E1:CA:9D:D7,ws-vernon_neal,VERNON,NEAL,Munich
ross_lamb,10.14.12.77,Test,il,49:AE:96:5C:37:BC,ws-ross_lamb,ROSS,LAMB,Tel Aviv
muriel_vargas,10.8.156.191,Devices,ie,73:9C:98:18:33:23,ws-muriel_vargas,MURIEL,VARGAS,Galway
jarrett_acosta,10.1.149.234,T0-Devices,us,06:2E:3A:64:C4:96,ws-jarrett_acosta,JARRETT,ACOSTA,Boston
eddie_benjamin,10.5.17.142,Groups,gb,9A:CB:DF:1F:04:23,ws-eddie_benjamin,EDDIE,BENJAMIN,Reading
isaac_donaldson,10.2.159.45,Tier 0,us,97:10:CF:2C:93:95,ws-isaac_donaldson,ISAAC,DONALDSON,Arlington
lorie_daniels,10.15.233.93,ESM,jp,D1:F5:92:9E:E5:15,ws-lorie_daniels,LORIE,DANIELS,Tokyo
marguerite_hamilton,10.7.227.253,ServiceAccounts,ie,FB:82:45:F0:81:F1,ws-marguerite_hamilton,MARGUERITE,HAMILTON,Dublin
darrel_valenzuela,10.7.136.72,Test,ie,54:0D:97:7B:36:E5,ws-darrel_valenzuela,DARREL,VALENZUELA,Dublin
patricia_glover,10.9.202.61,Groups,de,46:80:24:A6:FA:A0,ws-patricia_glover,PATRICIA,GLOVER,Munich
emile_chapman,10.6.145.241,Groups,ie,70:B0:3E:F0:9E:DA,ws-emile_chapman,EMILE,CHAPMAN,Belfast
tricia_norris,10.6.89.32,Devices,ie,F9:EE:48:F0:E7:D9,ws-tricia_norris,TRICIA,NORRIS,Belfast
manuel_silva,10.8.237.90,ServiceAccounts,ie,B4:E0:C9:B0:EE:BC,ws-manuel_silva,MANUEL,SILVA,Galway
joesph_ward,10.3.11.22,HRE,us,5F:14:01:B8:FF:10,ws-joesph_ward,JOESPH,WARD,Austin
rafael_clay,10.3.230.140,Groups,us,EF:90:A9:1E:13:06,ws-rafael_clay,RAFAEL,CLAY,Austin
angelique_wilder,10.7.166.64,Devices,ie,FA:C0:F6:2F:04:2E,ws-angelique_wilder,ANGELIQUE,WILDER,Dublin
renee_martinez,10.3.129.214,OGC,us,C3:D1:4E:14:B7:12,ws-renee_martinez,RENEE,MARTINEZ,Austin
clyde_trujillo,10.1.143.192,Groups,us,87:08:FF:1C:2D:83,ws-clyde_trujillo,CLYDE,TRUJILLO,Boston
vern_mullen,10.13.122.244,Groups,sg,FB:F9:AC:98:61:73,ws-vern_mullen,VERN,MULLEN,Singapore
kerry_mccarthy,10.1.231.50,T1-Devices,us,81:AF:D9:01:1F:CF,ws-kerry_mccarthy,KERRY,MCCARTHY,Boston
corrine_hodges,10.11.114.159,ServiceAccounts,cz,61:EB:4C:AA:EF:78,ws-corrine_hodges,CORRINE,HODGES,Prague
judy_santos,10.14.139.32,ServiceAccounts,il,CB:B2:31:CA:8B:67,ws-judy_santos,JUDY,SANTOS,Tel Aviv
stefanie_ramsey,10.4.35.113,Test,us,3B:25:F1:B7:DA:A1,ws-stefanie_ramsey,STEFANIE,RAMSEY,Tampa
wesley_vaughn,10.3.119.44,Quarantine,us,A8:99:D4:94:6D:AC,ws-wesley_vaughn,WESLEY,VAUGHN,Austin
linwood_medina,10.14.219.245,T2-Devices,il,92:4C:2A:E1:3C:AF,ws-linwood_medina,LINWOOD,MEDINA,Tel Aviv
johnny_brady,10.5.137.183,Test,gb,89:96:A8:0E:38:2F,ws-johnny_brady,JOHNNY,BRADY,Reading
clyde_cantu,10.9.224.154,Groups,de,96:4F:EC:0A:5B:6D,ws-clyde_cantu,CLYDE,CANTU,Munich
ronny_hodge,10.8.139.135,Groups,ie,AC:27:05:D5:7B:9A,ws-ronny_hodge,RONNY,HODGE,Galway
ingrid_cross,10.2.106.62,FSR,us,9E:18:8A:EF:57:E6,ws-ingrid_cross,INGRID,CROSS,Arlington
hallie_watkins,10.4.62.228,BDE,us,ED:41:5F:AC:F5:BF,ws-hallie_watkins,HALLIE,WATKINS,Tampa
christi_snider,10.2.143.189,Groups,us,52:5C:A7:50:85:4F,ws-christi_snider,CHRISTI,SNIDER,Arlington
ingrid_mullen,10.6.197.185,ServiceAccounts,ie,1A:08:E4:E8:05:E9,ws-ingrid_mullen,INGRID,MULLEN,Belfast
weston_crawford,10.11.107.46,ITS,cz,15:9F:90:C7:E3:83,ws-weston_crawford,WESTON,CRAWFORD,Prague
dante_stewart,10.5.226.132,AWS,gb,26:F3:67:71:83:A6,ws-dante_stewart,DANTE,STEWART,Reading
brooks_tate,10.13.43.179,T0-Permissions,sg,22:69:E6:15:2B:12,ws-brooks_tate,BROOKS,TATE,Singapore
jeremiah_rasmussen,10.14.224.16,Devices,il,D7:66:E5:0D:0C:21,ws-jeremiah_rasmussen,JEREMIAH,RASMUSSEN,Tel Aviv
ross_norton,10.15.138.167,Devices,jp,B5:78:50:61:2C:24,ws-ross_norton,ROSS,NORTON,Tokyo
ty_pearson,10.1.240.176,ServiceAccounts,us,60:F5:C6:52:76:5E,ws-ty_pearson,TY,PEARSON,Boston
russell_wise,10.8.70.158,Test,ie,CF:6C:F5:83:B8:13,ws-russell_wise,RUSSELL,WISE,Galway
krista_finley,10.9.149.171,Groups,de,9B:57:09:74:FF:66,ws-krista_finley,KRISTA,FINLEY,Munich
pauline_riley,10.10.195.78,Devices,fr,C6:44:6C:74:F1:E3,ws-pauline_riley,PAULINE,RILEY,Paris
keith_richards,10.16.82.246,ServiceAccounts,in,40:C1:17:43:2D:19,ws-keith_richards,KEITH,RICHARDS,Bangalore
burton_gutierrez,10.7.158.35,Test,ie,C2:92:A9:E4:A4:DE,ws-burton_gutierrez,BURTON,GUTIERREZ,Dublin
herman_barnes,10.16.49.145,ServiceAccounts,in,3F:8A:6C:F8:A3:3D,ws-herman_barnes,HERMAN,BARNES,Bangalore
stephanie_goff,10.7.231.67,Test,ie,D9:95:63:F6:15:3E,ws-stephanie_goff,STEPHANIE,GOFF,Dublin
cassandra_fitzpatric,10.2.162.36,ServiceAccounts,us,5A:DB:70:65:CD:32,ws-cassandra_fitzpatric,CASSANDRA,FITZPATRIC,Arlington
mary_bauer,10.13.102.172,Groups,sg,DF:B0:0A:99:D3:10,ws-mary_bauer,MARY,BAUER,Singapore
latisha_knox,10.11.176.39,Test,cz,F8:A9:82:6E:21:7F,ws-latisha_knox,LATISHA,KNOX,Prague
antwan_levy,10.9.78.191,FIN,de,A2:3D:6E:7A:F5:F2,ws-antwan_levy,ANTWAN,LEVY,Munich
ashley_wright,10.8.84.42,ITS,ie,66:0F:9E:74:74:79,ws-ashley_wright,ASHLEY,WRIGHT,Galway
britney_bean,10.11.144.162,Devices,cz,A7:BA:9B:7D:C4:E0,ws-britney_bean,BRITNEY,BEAN,Prague
orlando_carrillo,10.10.137.136,Devices,fr,C0:EC:62:3F:F6:0C,ws-orlando_carrillo,ORLANDO,CARRILLO,Paris
erin_hoffman,10.7.55.232,Devices,ie,C1:2B:44:C8:9B:0C,ws-erin_hoffman,ERIN,HOFFMAN,Dublin
damion_cleveland,10.5.135.35,ServiceAccounts,gb,9D:E3:79:7B:9B:BA,ws-damion_cleveland,DAMION,CLEVELAND,Reading
frederic_maynard,10.1.126.217,ServiceAccounts,us,42:27:D6:96:55:22,ws-frederic_maynard,FREDERIC,MAYNARD,Boston
aubrey_miles,10.13.133.49,OGC,sg,DA:F4:01:DC:49:DB,ws-aubrey_miles,AUBREY,MILES,Singapore
tamra_allen,10.16.145.105,ITS,in,8A:5B:EC:3D:3C:D4,ws-tamra_allen,TAMRA,ALLEN,Bangalore
madge_house,10.4.189.107,ServiceAccounts,us,F5:7E:34:DF:E3:B5,ws-madge_house,MADGE,HOUSE,Tampa
anderson_rowland,10.16.133.187,Groups,in,A1:26:4C:99:40:00,ws-anderson_rowland,ANDERSON,ROWLAND,Bangalore
sallie_ayala,10.13.161.215,ServiceAccounts,sg,A9:34:63:49:7E:56,ws-sallie_ayala,SALLIE,AYALA,Singapore
olivia_cardenas,10.4.164.207,Devices,us,CE:B8:A4:D5:5D:E6,ws-olivia_cardenas,OLIVIA,CARDENAS,Tampa
coleman_beck,10.1.235.30,Test,us,29:AF:21:69:4C:90,ws-coleman_beck,COLEMAN,BECK,Boston
leanne_kramer,10.13.51.200,ServiceAccounts,sg,B0:E0:8A:B3:58:F3,ws-leanne_kramer,LEANNE,KRAMER,Singapore
orlando_larsen,10.3.192.163,Grouper-Groups,us,EA:5D:46:1D:39:DF,ws-orlando_larsen,ORLANDO,LARSEN,Austin
cathleen_thornton,10.8.85.160,T0-Accounts,ie,A1:A8:B9:ED:60:77,ws-cathleen_thornton,CATHLEEN,THORNTON,Galway
bianca_simon,10.1.108.177,T0-Permissions,us,0B:D7:24:A9:71:92,ws-bianca_simon,BIANCA,SIMON,Boston
brandon_tyson,10.13.154.85,Groups,sg,3B:9E:1F:05:FE:4D,ws-brandon_tyson,BRANDON,TYSON,Singapore
jeffry_winters,10.7.3.72,OGC,ie,98:B9:3D:5D:7B:09,ws-jeffry_winters,JEFFRY,WINTERS,Dublin
mercedes_payne,10.13.126.6,ServiceAccounts,sg,A1:C9:C3:C3:7D:44,ws-mercedes_payne,MERCEDES,PAYNE,Singapore
ruby_armstrong,10.16.70.214,ServiceAccounts,in,D9:B1:57:B9:15:DD,ws-ruby_armstrong,RUBY,ARMSTRONG,Bangalore
eli_lindsey,10.12.92.137,Test,au,A5:D6:1D:89:65:F8,ws-eli_lindsey,ELI,LINDSEY,Melbourne
jesus_cain,10.12.148.96,ServiceAccounts,au,67:E9:83:43:DA:16,ws-jesus_cain,JESUS,CAIN,Melbourne
nina_barber,10.14.21.102,HRE,il,88:5E:C7:EE:6E:98,ws-nina_barber,NINA,BARBER,Tel Aviv
garrett_shepard,10.14.193.209,Test,il,3F:D6:F2:10:E5:21,ws-garrett_shepard,GARRETT,SHEPARD,Tel Aviv
rebecca_buck,10.16.63.92,GOO,in,48:A1:55:D7:AF:4A,ws-rebecca_buck,REBECCA,BUCK,Bangalore
rich_foster,10.13.95.247,Devices,sg,18:2D:FF:CA:DB:2B,ws-rich_foster,RICH,FOSTER,Singapore
archie_fisher,10.5.133.107,.SecFrame.com,gb,A6:5D:0A:3F:C3:FE,ws-archie_fisher,ARCHIE,FISHER,Reading
mabel_hunt,10.16.64.231,Groups,in,8C:D0:A7:88:F8:67,ws-mabel_hunt,MABEL,HUNT,Bangalore
robin_harrell,10.4.57.18,FIN,us,3F:F5:51:80:02:F8,ws-robin_harrell,ROBIN,HARRELL,Tampa
carole_ingram,10.14.19.110,BDE,il,60:31:EB:DF:A1:DF,ws-carole_ingram,CAROLE,INGRAM,Tel Aviv
roy_cohen,10.9.212.174,ServiceAccounts,de,44:71:FC:21:AE:1A,ws-roy_cohen,ROY,COHEN,Munich
dewey_cardenas,10.6.54.242,Groups,ie,20:D1:01:29:35:3E,ws-dewey_cardenas,DEWEY,CARDENAS,Belfast
marianne_shaffer,10.11.197.67,Devices,cz,F8:1C:53:07:79:BE,ws-marianne_shaffer,MARIANNE,SHAFFER,Prague
angelica_leblanc,10.10.170.145,Test,fr,A0:3C:95:9F:5E:03,ws-angelica_leblanc,ANGELICA,LEBLANC,Paris
lucile_kirby,10.3.21.23,BDE,us,03:84:C8:9D:99:3B,ws-lucile_kirby,LUCILE,KIRBY,Austin
isiah_hale,10.9.224.115,Devices,de,DD:50:C4:9C:EB:7E,ws-isiah_hale,ISIAH,HALE,Munich
simon_glenn,10.15.21.248,ServiceAccounts,jp,21:ED:A7:E7:1D:F9,ws-simon_glenn,SIMON,GLENN,Tokyo
berta_schultz,10.12.25.136,Test,au,F0:C3:32:D5:49:EF,ws-berta_schultz,BERTA,SCHULTZ,Melbourne
matt_lott,10.12.177.158,ESM,au,60:50:70:E3:C6:D7,ws-matt_lott,MATT,LOTT,Melbourne
normand_lang,10.6.111.193,ServiceAccounts,ie,2C:F0:20:F4:2A:F5,ws-normand_lang,NORMAND,LANG,Belfast
tim_hernandez,10.8.84.120,Groups,ie,DA:5E:92:D3:BC:42,ws-tim_hernandez,TIM,HERNANDEZ,Galway
benita_olson,10.16.165.6,T0-Devices,in,58:E8:D1:6C:2F:3C,ws-benita_olson,BENITA,OLSON,Bangalore
jordan_duncan,10.3.162.242,Devices,us,42:A1:41:8C:AC:6A,ws-jordan_duncan,JORDAN,DUNCAN,Austin
kathrine_howard,10.6.100.28,T1-Roles,ie,F7:AB:AD:35:72:75,ws-kathrine_howard,KATHRINE,HOWARD,Belfast
sara_whitaker,10.4.183.10,ITS,us,7F:06:15:D9:FF:76,ws-sara_whitaker,SARA,WHITAKER,Tampa
lanny_pitts,10.3.63.148,Groups,us,EF:B0:ED:CF:DB:57,ws-lanny_pitts,LANNY,PITTS,Austin
charley_rivera,10.9.139.158,T1-Servers,de,F1:D5:F5:D5:29:99,ws-charley_rivera,CHARLEY,RIVERA,Munich
barbara_franklin,10.8.102.44,ServiceAccounts,ie,E4:DA:AF:79:E6:79,ws-barbara_franklin,BARBARA,FRANKLIN,Galway
judith_wilkerson,10.16.76.19,ServiceAccounts,in,58:16:F1:6E:46:BF,ws-judith_wilkerson,JUDITH,WILKERSON,Bangalore
debbie_greene,10.7.3.80,ESM,ie,DB:68:28:DE:E4:6A,ws-debbie_greene,DEBBIE,GREENE,Dublin
winifred_charles,10.5.240.229,Test,gb,79:4E:A3:F7:C8:B9,ws-winifred_charles,WINIFRED,CHARLES,Reading
melissa_cameron,10.14.158.204,Test,il,28:5A:FE:A8:30:96,ws-melissa_cameron,MELISSA,CAMERON,Tel Aviv
